state_abbr,state_name,areasymbol,areaname,histosol_acres,histosol_pct,mineral_pct,total_survey_acres,n_histosol_series,histosol_series
NC,North Carolina,NC135,"Orange County, North Carolina",0,0,100,256646,0,NA
NC,North Carolina,NC145,"Person County, North Carolina",0,0,100,258707,0,NA
NC,North Carolina,NC147,"Pitt County, North Carolina",0,0,100,420173,0,NA
NC,North Carolina,NC149,"Polk County, North Carolina",0,0,100,152928,0,NA
NC,North Carolina,NC151,"Randolph County, North Carolina",0,0,100,505254,0,NA
NC,North Carolina,NC153,"Richmond County, North Carolina",0,0,100,306938,0,NA
NC,North Carolina,NC157,"Rockingham County, North Carolina",0,0,100,366388,0,NA
NC,North Carolina,NC159,"Rowan County, North Carolina",0,0,100,334924,0,NA
NC,North Carolina,NC161,"Rutherford County, North Carolina",0,0,100,364429,0,NA
NC,North Carolina,NC167,"Stanly County, North Carolina",0,0,100,259188,0,NA
NC,North Carolina,NC169,"Stokes County, North Carolina",0,0,100,291795,0,NA
NC,North Carolina,NC171,"Surry County, North Carolina",0,0,100,345261,0,NA
NC,North Carolina,NC605,"Swain County Area, North Carolina",0,0,100,127441,0,NA
NC,North Carolina,NC179,"Union County, North Carolina",0,0,100,409139,0,NA
NC,North Carolina,NC181,"Vance County, North Carolina",0,0,100,172025,0,NA
NC,North Carolina,NC183,"Wake County, North Carolina",0,0,100,548487,0,NA
NC,North Carolina,NC185,"Warren County, North Carolina",0,0,100,284160,0,NA
NC,North Carolina,NC193,"Wilkes County, North Carolina",0,0,100,485382,0,NA
NC,North Carolina,NC195,"Wilson County, North Carolina",0,0,100,240333,0,NA
NC,North Carolina,NC197,"Yadkin County, North Carolina",0,0,100,216154,0,NA
WI,Wisconsin,WI085,"Oneida County, Wisconsin",178304.18,22.53,77.47,791347,9,"Beseman, Carbondale, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Tawas"
WI,Wisconsin,WI099,"Price County, Wisconsin",171946.15,21.01,78.99,818547,12,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI041,"Forest County, Wisconsin",144816.33,21.62,78.38,669863,8,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Tawas"
WI,Wisconsin,WI075,"Marinette County, Wisconsin",132511.27,14.46,85.54,916647,10,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI113,"Sawyer County, Wisconsin",127389.13,14.75,85.25,863846,15,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Rifle, Saprists, Seelyeville, Tacoosh, Tawas, Uskabwanka"
WI,Wisconsin,WI051,"Iron County, Wisconsin",116793.64,22.71,77.29,514259,12,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI003,"Ashland County, Wisconsin",111548.52,16.48,83.52,676755,12,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Rifle, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI031,"Douglas County, Wisconsin",104751.06,12.19,87.81,859385,13,"Beseman, Bowstring, Cathro, Dawson, Haplosaprists, Loxley, Lupton, Markey, Rifle, Saprists, Seelyeville, Tawas, Uskabwanka"
WI,Wisconsin,WI119,"Taylor County, Wisconsin",97048.92,15.44,84.56,628538,6,"Beseman, Bowstring, Cathro, Loxley, Lupton, Markey"
WI,Wisconsin,WI125,"Vilas County, Wisconsin",91814.21,14.1,85.9,651098,9,"Beseman, Cathro, Dawson, Greenwood, Histosols, Loxley, Markey, Seelyeville, Tawas"
WI,Wisconsin,WI115,"Shawano County, Wisconsin",81926.02,14.07,85.93,582125,9,"Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI107,"Rusk County, Wisconsin",81196.14,13.63,86.37,595622,15,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Rifle, Saprists, Seelyeville, Tacoosh, Tawas, Uskabwanka"
WI,Wisconsin,WI083,"Oconto County, Wisconsin",75248.55,11.56,88.44,650985,10,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI069,"Lincoln County, Wisconsin",70191.51,12.08,87.92,581261,7,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey"
WI,Wisconsin,WI135,"Waupaca County, Wisconsin",70077.49,14.32,85.68,489516,4,"Cathro, Loxley, Markey, Seelyeville"
WI,Wisconsin,WI053,"Jackson County, Wisconsin",68443.82,10.7,89.3,639879,10,"Adder, Bowstring, Cathro, Citypoint, Dawsil, Houghton, Kerston, Loxley, Markey, Palms"
WI,Wisconsin,WI013,"Burnett County, Wisconsin",68295.15,12.14,87.86,562733,16,"Beseman, Bowstring, Cathro, Daisybay, Dawson, Dora, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Rondeau, Saprists, Seelyeville, Tawas, Uskabwanka"
WI,Wisconsin,WI027,"Dodge County, Wisconsin",66545.1,11.45,88.55,581268,7,"Adrian, Adrian variant, Edwards, Houghton, Palms, Saprists, Willette"
WI,Wisconsin,WI129,"Washburn County, Wisconsin",66137.13,12.09,87.91,546912,14,"Beseman, Bowstring, Cathro, Dawson, Greenwood, Haplosaprists, Loxley, Lupton, Markey, Rifle, Seelyeville, Tacoosh, Tawas, Uskabwanka"
WI,Wisconsin,WI007,"Bayfield County, Wisconsin",56752.98,5.68,94.32,999872,12,"Beseman, Bowstring, Cathro, Dawson, Loxley, Lupton, Markey, Rifle, Saprists, Seelyeville, Tawas, Uskabwanka"
WI,Wisconsin,WI097,"Portage County, Wisconsin",56112.71,10.65,89.35,526816,7,"Bowstring, Carbondale, Cathro, Dawson, Lupton, Markey, Seelyeville"
WI,Wisconsin,WI055,"Jefferson County, Wisconsin",55587.26,14.9,85.1,373043,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI067,"Langlade County, Wisconsin",54884.73,9.66,90.34,568333,8,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Seelyeville"
WI,Wisconsin,WI077,"Marquette County, Wisconsin",54036.38,18.17,81.83,297376,7,"Adrian, Adrian variant, Edwards, Houghton, Houghton variant, Palms, Willette"
WI,Wisconsin,WI073,"Marathon County, Wisconsin",53414.18,5.29,94.71,1008769,5,"Beseman, Cathro, Greenwood, Markey, Seelyeville"
WI,Wisconsin,WI017,"Chippewa County, Wisconsin",51879.43,7.78,92.22,666464,9,"Beseman, Bowstring, Cathro, Dawsil, Dawson, Greenwood, Lupton, Markey, Seelyeville"
WI,Wisconsin,WI137,"Waushara County, Wisconsin",50332.09,12.33,87.67,408122,9,"Adrian, Bowstring, Cathro, Edwards, Houghton, Markey, Palms, Seelyeville, Willette"
WI,Wisconsin,WI039,"Fond du Lac County, Wisconsin",47729.17,9.75,90.25,489497,7,"Adrian, Carbondale, Edwards, Houghton, Ogden, Palms, Willette"
WI,Wisconsin,WI095,"Polk County, Wisconsin",45681.23,7.46,92.54,612135,10,"Bowstring, Cathro, Dawson, Greenwood, Lupton, Markey, Rifle, Saprists, Seelyeville, Tawas"
WI,Wisconsin,WI019,"Clark County, Wisconsin",44976.57,5.76,94.24,780224,9,"Adder, Beseman, Bowstring, Cathro, Citypoint, Dawsil, Dawson, Loxley, Markey"
WI,Wisconsin,WI021,"Columbia County, Wisconsin",42562.49,8.38,91.62,508109,7,"Adrian, Boots, Bowstring, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI037,"Florence County, Wisconsin",41248.27,12.96,87.04,318215,8,"Beseman, Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Tawas"
WI,Wisconsin,WI025,"Dane County, Wisconsin",40658.33,5.13,94.87,793094,6,"Adrian, Edwards, Houghton, Kerston, Palms, Willette"
WI,Wisconsin,WI087,"Outagamie County, Wisconsin",38885.76,9.42,90.58,412659,10,"Carbondale, Cathro, Houghton, Lobo, Markey, Palms, Rondeau, Seelyeville, Suamico, Willette"
WI,Wisconsin,WI141,"Wood County, Wisconsin",38347.67,7.41,92.59,517613,11,"Adder, Beseman, Bowstring, Cathro, Citypoint, Dawsil, Dawson, Loxley, Markey, Rifle, Seelyeville"
WI,Wisconsin,WI071,"Manitowoc County, Wisconsin",37436.12,9.83,90.17,380984,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI057,"Juneau County, Wisconsin",37007.54,7.19,92.81,514752,11,"Adder, Bowstring, Cathro, Citypoint, Dawsil, Dawson, Houghton, Loxley, Markey, Palms, Seelyeville"
WI,Wisconsin,WI133,"Waukesha County, Wisconsin",36244.22,9.76,90.24,371530,7,"Adrian, Edwards, Houghton, Muskego, Ogden, Palms, Willette"
WI,Wisconsin,WI005,"Barron County, Wisconsin",32557.01,5.72,94.28,569197,6,"Beseman, Bowstring, Cathro, Greenwood, Markey, Seelyeville"
WI,Wisconsin,WI131,"Washington County, Wisconsin",30430.15,10.92,89.08,278765,4,"Adrian, Houghton, Houghton variant, Palms"
WI,Wisconsin,WI047,"Green Lake County, Wisconsin",29970.54,12.3,87.7,243648,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI029,"Door County, Wisconsin",28220.83,8.61,91.39,327712,11,"Carbondale, Cathro, Chippeny, Houghton, Markey, Palms, Rondeau, Saprists, Seelyeville, Suamico, Willette"
WI,Wisconsin,WI139,"Winnebago County, Wisconsin",27658.4,7.46,92.54,370598,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI078,"Menominee County, Wisconsin",26051.81,11.15,88.85,233664,7,"Cathro, Dawson, Greenwood, Loxley, Lupton, Markey, Tawas"
WI,Wisconsin,WI117,"Sheboygan County, Wisconsin",25791.35,7.78,92.22,331565,7,"Adrian, Boots, Edwards, Houghton, Muskego, Palms, Willette"
WI,Wisconsin,WI001,"Adams County, Wisconsin",25160.82,5.71,94.29,440832,10,"Adrian, Bowstring, Cathro, Dawson, Edwards, Houghton, Markey, Palms, Seelyeville, Willette"
WI,Wisconsin,WI081,"Monroe County, Wisconsin",24635.77,4.24,95.76,581287,11,"Adder, Bowstring, Cathro, Citypoint, Dawsil, Houghton, Kerston, Loxley, Markey, Palms, Seelyeville"
WI,Wisconsin,WI127,"Walworth County, Wisconsin",24272.26,6.57,93.43,369318,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI061,"Kewaunee County, Wisconsin",19488.78,8.85,91.15,220281,8,"Carbondale, Cathro, Haplosaprists, Houghton, Markey, Palms, Seelyeville, Willette"
WI,Wisconsin,WI033,"Dunn County, Wisconsin",17476.96,3.16,96.84,552723,7,"Bowstring, Cathro, Houghton, Kerston, Markey, Palms, Seelyeville"
WI,Wisconsin,WI015,"Calumet County, Wisconsin",15950.37,6.28,93.72,254020,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI101,"Racine County, Wisconsin",14232.48,6.53,93.47,218087,7,"Adrian, Edwards, Houghton, Muskego, Ogden, Palms, Willette"
WI,Wisconsin,WI035,"Eau Claire County, Wisconsin",11426.78,2.77,97.23,413197,12,"Adder, Adrian, Bowstring, Cathro, Citypoint, Dawsil, Houghton, Kerston, Loxley, Markey, Palms, Seelyeville"
WI,Wisconsin,WI105,"Rock County, Wisconsin",10564.54,2.28,97.72,464326,5,"Adrian, Edwards, Houghton, Palms, Willette"
WI,Wisconsin,WI111,"Sauk County, Wisconsin",10420.98,1.92,98.08,542886,14,"Adder, Adrian, Bowstring, Cathro, Dawsil, Edwards, Houghton, Kerston, Loxley, Markey, Palms, Saprists, Seelyeville, Willette"
WI,Wisconsin,WI011,"Buffalo County, Wisconsin",10358.67,2.28,97.72,454188,7,"Adder, Cathro, Houghton, Kerston, Markey, Palms, Seelyeville"
WI,Wisconsin,WI089,"Ozaukee County, Wisconsin",9926.58,6.59,93.41,150586,7,"Adrian, Edwards, Houghton, Muskego, Ogden, Palms, Willette"
WI,Wisconsin,WI059,"Kenosha County, Wisconsin",9487.89,5.32,94.68,178207,7,"Adrian, Edwards, Houghton, Muskego, Ogden, Palms, Willette"
WI,Wisconsin,WI009,"Brown County, Wisconsin",9268.68,2.66,97.34,349050,9,"Adrian, Carbondale, Cathro, Houghton, Markey, Ogden, Palms, Seelyeville, Willette"
WI,Wisconsin,WI121,"Trempealeau County, Wisconsin",9129.42,1.92,98.08,474841,7,"Adder, Cathro, Houghton, Kerston, Markey, Palms, Seelyeville"
WI,Wisconsin,WI063,"La Crosse County, Wisconsin",4721.27,1.54,98.46,307437,4,"Adder, Houghton, Kerston, Palms"
WI,Wisconsin,WI109,"St. Croix County, Wisconsin",4569.34,0.97,99.03,470964,3,"Cathro, Saprists, Seelyeville"
WI,Wisconsin,WI091,"Pepin County, Wisconsin",3924.57,2.47,97.53,158925,6,"Cathro, Houghton, Kerston, Markey, Palms, Seelyeville"
WI,Wisconsin,WI045,"Green County, Wisconsin",3148.98,0.84,99.16,374093,3,"Adrian, Houghton, Palms"
WI,Wisconsin,WI049,"Iowa County, Wisconsin",3138.54,0.64,99.36,490560,3,"Houghton, Kerston, Palms"
WI,Wisconsin,WI103,"Richland County, Wisconsin",2514.48,0.67,99.33,377863,3,"Houghton, Kerston, Palms"
WI,Wisconsin,WI043,"Grant County, Wisconsin",2095.98,0.28,99.72,755980,2,"Kerston, Palms"
WI,Wisconsin,WI123,"Vernon County, Wisconsin",1910.11,0.37,99.63,522221,3,"Houghton, Kerston, Palms"
WI,Wisconsin,WI079,"Milwaukee County, Wisconsin",1471.35,0.95,99.05,155424,7,"Adrian, Edwards, Houghton, Muskego, Ogden, Palms, Willette"
WI,Wisconsin,WI023,"Crawford County, Wisconsin",870.8,0.23,99.77,382784,2,"Kerston, Palms"
WI,Wisconsin,WI093,"Pierce County, Wisconsin",247.85,0.07,99.93,379025,4,"Bowstring, Kerston, Markey, Palms"
WI,Wisconsin,WI065,"Lafayette County, Wisconsin",115.89,0.03,99.97,406419,2,"Houghton, Palms"
WY,Wyoming,WY632,"Medicine Bow National Forest, Wyoming, Central and Western Parts",12754.85,1.41,98.59,905139,1,Euic Typic Cryohemists
WY,Wyoming,WY656,"Shoshone National Forest, Wyoming",5936.17,0.24,99.76,2466559,2,"Cryofibrists, Histosols"
WY,Wyoming,WY665,"Yellowstone National Park, Wyoming-Montana-Idaho",5206.5,0.24,99.76,2136121,2,"Grayslake, Tepete"
WY,Wyoming,WY666,"Teton County, Wyoming, Grand Teton National Park Area",4904.9,1.19,98.81,411535,1,Cryofibrists
WY,Wyoming,WY662,"Bridger National Forest, Wyoming, Eastern Part",2084.08,0.27,99.73,763086,5,"Clunie, Clunie family, Hemists, Terric Cryofibrists, typic cryohemists"
WY,Wyoming,WY635,"Sublette County Area, Wyoming",1464.67,0.07,99.93,1973109,5,"Clunie family, Hemists, Terric Cryofibrists, typic cryohemists, Typic Cryohemists"
WY,Wyoming,WY638,"Henrys Fork Area, Utah-Wyoming, Parts of: Daggett and Summit Counties, Utah and Sweetwater and Uinta Counties, Wyoming",470.85,0.2,99.8,240000,1,Borofibrists
WY,Wyoming,WY629,"Park County Area, Wyoming, Eastern Part",370.86,0.02,99.98,1623458,6,"Cryofibrists, Daisybay-like, Mclangor-like, Stanbro-like, Tepete, Unnamed 18"
WY,Wyoming,WY667,"Rockefeller Parkway, Wyoming",262.55,1.1,98.9,23770,1,Tepete
WY,Wyoming,WY723,"Lincoln County Area, Wyoming, Southern Part",213.85,0.01,99.99,1573723,3,"Dougcliff family, typic cryohemists, Typic Cryohemists"
WY,Wyoming,WY617,"Hot Springs County Area, Wyoming",94.25,0.01,99.99,961777,1,Uskabwanka-like
WY,Wyoming,WY713,"Fremont County, Wyoming, East Part and Dubois Area",25.8,0,100,2594275,1,Hemists
WY,Wyoming,WY663,"Bridger National Forest, Wyoming, Western Part",22.4,0,100,983593,1,typic cryohemists
WY,Wyoming,WY647,"Wind River Basin Area, Wyoming, Parts of Fremont and Hot Springs Counties",1,0,100,1905383,1,Cryofibrists
WY,Wyoming,WY601,"Albany County Area, Wyoming",0,0,100,2320491,0,NA
WY,Wyoming,WY603,"Big Horn County Area, Wyoming",0,0,100,1671418,0,NA
WY,Wyoming,WY650,"Big Horn National Forest, Wyoming, Parts of Big Horn, Johnson, Sheridan, and Washakie Counties",0,0,100,1115073,0,NA
WY,Wyoming,WY705,"Campbell County, Wyoming, Northern Part",0,0,100,1286664,0,NA
WY,Wyoming,WY605,"Campbell County, Wyoming, Southern Part",0,0,100,1793346,0,NA
WY,Wyoming,WY630,"Carbon County Area, Wyoming",0,0,100,4427650,0,NA
WY,Wyoming,WY709,"Converse County, Wyoming, Northern Part",0,0,100,1404105,0,NA
WY,Wyoming,WY609,"Converse County, Wyoming, Southern Part",0,0,100,1098100,0,NA
WY,Wyoming,WY011,"Crook County, Wyoming",0,0,100,1837114,0,NA
WY,Wyoming,WY636,"Eden Valley Area, Wyoming, Parts of Sweetwater and Sublette Counties",0,0,100,76920,0,NA
WY,Wyoming,WY677,"Fremont County, Wyoming, Lander Area",0,0,100,337270,0,NA
WY,Wyoming,WY715,"Goshen County, Wyoming, Northern Part",0,0,100,596986,0,NA
WY,Wyoming,WY615,"Goshen County, Wyoming, Southern Part",0,0,100,805567,0,NA
WY,Wyoming,WY719,"Johnson County Area, Wyoming, Northern Part",0,0,100,1144739,0,NA
WY,Wyoming,WY619,"Johnson County, Wyoming, Southern Part",0,0,100,1196785,0,NA
WY,Wyoming,WY621,"Laramie County, Wyoming, Eastern Part",0,0,100,699612,0,NA
WY,Wyoming,WY721,"Laramie County, Wyoming, Western Part",0,0,100,1019274,0,NA
WY,Wyoming,WY622,"Medicine Bow National Forest, Wyoming, Northern Part",0,0,100,429121,0,NA
WY,Wyoming,WY625,"Natrona County Area, Wyoming",0,0,100,3431080,0,NA
WY,Wyoming,WY027,"Niobrara County, Wyoming",0,0,100,1718048,0,NA
WY,Wyoming,WY031,"Platte County, Wyoming",0,0,100,1317273,0,NA
WY,Wyoming,WY613,"Riverton Area, Wyoming",0,0,100,374590,0,NA
WY,Wyoming,WY633,"Sheridan County Area, Wyoming",0,0,100,1222954,0,NA
WY,Wyoming,WY623,"Star Valley Area, Wyoming-Idaho",0,0,100,189325,0,NA
WY,Wyoming,WY737,"Sweetwater County Area, Wyoming",0,0,100,6592253,0,NA
WY,Wyoming,WY661,"Teton National Forest, Wyoming, Parts of Teton, Fremont, Park, Sublette, and Lincoln Counties",0,0,100,1727026,0,NA
WY,Wyoming,WY041,"Uinta County Area, Wyoming",0,0,100,1259393,0,NA
WY,Wyoming,WY043,"Washakie County Area, Wyoming",0,0,100,1398559,0,NA
WY,Wyoming,WY045,"Weston County, Wyoming",0,0,100,1537869,0,NA
